 5000
   5.57259725111     -0.112204095661       5.77726464008       204.470970199      -100.723696748      -247.775473834    
   5.57259725111     -0.112204095661       5.76648297894       204.474137539      -100.726340979      -246.748654797    
   5.57259725111     -0.112204095661       5.76679694898       204.473427515      -100.728269358      -247.783717863    
   5.57259725111     -0.112204095661       5.77861475245       204.469845323      -100.722014725      -247.622580155    
   5.57259725111     -0.112204095661       5.76671102439       204.470604247      -100.721241165      -244.988420124    
   5.57259725111     -0.112204095661       5.77833751416       204.470060387      -100.725872777      -247.909783516    
   5.57259725111     -0.112204095661       5.78515601223       204.474266472      -100.729880828      -247.676163105    
   5.57259725111     -0.112204095661       5.77574372153       204.475540601      -100.717059743      -247.218696385    
   5.57259725111     -0.112204095661       5.77280634052       204.480651353      -100.720329560      -246.080024144    
   5.57259725111     -0.112204095661       5.77978682484       204.466903745      -100.717504766      -246.889378684    
   5.57259725111     -0.112204095661       5.78199860028       204.477024620      -100.726910222      -245.610177247    
   5.57259725111     -0.112204095661       5.77055278694       204.478487099      -100.729812966      -249.538442597    
   5.57259725111     -0.112204095661       5.77557539655       204.470941608      -100.720048800      -246.208316419    
   5.57259725111     -0.112204095661       5.76844156339       204.478669860      -100.721439350      -247.600205698    
   5.57259725111     -0.112204095661       5.76441246540       204.469932955      -100.722768975      -247.730344328    
   5.57259725111     -0.112204095661       5.76818448158       204.477838849      -100.724420441      -246.212124670    
   5.57259725111     -0.112204095661       5.78965127739       204.478273608      -100.724447006      -246.269774106    
   5.57259725111     -0.112204095661       5.77559471650       204.468969824      -100.720279278      -247.186815554    
   5.57259725111     -0.112204095661       5.77143626868       204.475413176      -100.722905246      -246.830072041    
   5.57259725111     -0.112204095661       5.77433237383       204.469074519      -100.725044153      -248.420130568    
   5.57259725111     -0.112204095661       5.76307565082       204.473586522      -100.724403782      -247.326913338    
   5.57259725111     -0.112204095661       5.77933034775       204.472061222      -100.721634930      -246.660545242    
   5.57259725111     -0.112204095661       5.77892875014       204.474211427      -100.725095593      -246.213475471    
   5.57259725111     -0.112204095661       5.77931498206       204.474996423      -100.721735709      -247.484908881    
